10076 2
1 657.92 639.35
1 626.75 618.26
4 650.52 701.11
1 663.05 655.65
1 650.84 555
1 680.01 636.67
1 637.06 630
1 645.21 659
1 638.99 641.25
1 660.92 617.61
1 660.28 623.33
1 634.15 592.73
1 666.8 592
3 635.79 662.59
1 650.08 616.36
1 642.32 564.55
1 645.37 611.91
1 650.04 610.83
1 642.42 747.2
1 632.87 640
1 654.48 685.2
1 607.58 680
1 643.97 609.33
1 647.72 625.84
1 660.94 623.33
3 630.45 624.52
1 630.26 566.04
1 657.22 575
1 668.45 605.88
1 643.61 615.56
1 655.14 648
1 662.51 620
1 653.02 635
1 651.71 660.05
1 638.71 610
1 649.39 668.75
1 634.52 690
1 660.9 624
1 629.8 665.19
1 629.99 641.43
1 642.81 690
1 621.82 750
1 638.75 667.96
1 635.75 675.48
1 665.21 608.51
1 655.68 624.8
1 652.02 648.54
1 653.18 655.45
1 655.85 720
1 636.28 668.57
1 676.82 585.45
1 652.67 639.39
1 630.3 658.08
1 630.31 686.96
1 641.71 627.62
1 642.91 640
1 643.54 694.29
1 647.82 635.31
1 639.53 668.33
1 625.98 704.52
1 619.85 624.71
1 641.47 640.67
1 599.3 653
1 658.32 629.7
1 637.94 649.33
1 665.78 615
1 638.14 625.83
1 620.89 646
1 635.64 628.06
1 656.61 604.29
1 610.41 651.54
1 652.42 667.59
3 655.68 642.83
1 665.2 682.73
4 638.51 631.55
1 662.18 608
1 632.09 586.15
1 671.13 680
1 658.43 492.73
1 648.62 621.82
1 607.22 652.73
1 663.99 592.86
1 654.36 597.17
1 641.21 580
1 638.74 588.89
1 641.47 625
1 627.95 634.27
1 636.54 618
1 657.99 638.89
1 649.66 646
1 646.36 622.86
1 630.82 690
1 649.16 642.77
1 638.76 672.63
1 649.52 673.04
1 674.57 459.13
1 638.19 647.27
1 678.47 583.33
1 633.83 636.36
1 659.37 644.08
1 650.94 647.46
3 643.21 658.76
1 620.85 692
1 651.1 650
4 652.52 619.3
3 628.07 650.65
1 641.35 625.66
1 621.94 591.76
1 647.77 582.76
1 630.36 642.11
1 654.44 618.87
1 653.1 597.14
1 649.31 644.91
1 661.85 592.31
1 647.54 607.06
1 630.07 540.43
1 667.72 602
1 669.91 610.59
1 642.48 580
1 620.07 687
1 636.38 603.64
1 630.58 604.29
1 655.71 595.22
1 651.73 619.12
1 633.33 660
1 628.83 697.25
1 643.51 630.4
1 650.55 667.62
1 667.16 593.75
1 651.08 658.46
1 638.54 640
1 647.27 676.57
1 642.36 609.21
1 646.24 613.08
1 658.91 645.26
1 649.25 627.59
1 648.04 662.4
1 652.27 630.85
1 627.4 578
1 649.03 681.5
1 629 629.17
1 643.35 643.33
1 651.52 712.35
1 660.69 550
1 682.18 676
1 638.68 695.38
1 665.36 673.33
1 661.24 603.08
1 661.47 558.95
1 653.82 565.09
1 647.51 616
1 673.74 603.24
1 623.64 603.64
1 644.48 645.52
1 660.15 635.38
1 661.53 652
1 638.57 641.18
1 674.17 574.58
1 654.09 656.47
4 647.4 616.39
3 646.22 622.38
1 656.86 630.5
1 651 610
1 640.28 601.83
1 674.17 664
1 646.97 595.11
1 644.68 636.23
1 628.75 637.6
1 651.11 549.52
1 649.81 596.25
1 663.81 577.07
1 618.96 638.57
1 627.89 635.56
3 631.5 615.73
1 618.75 666.11
1 656.25 637.65
1 660.24 467.37
1 642.73 656.88
1 640.7 621.33
1 645.21 623.64
1 623.18 656
1 654.21 632.31
1 682.62 663.64
1 655.25 640.7
1 637.06 675.26
1 644.03 647.23
1 632.5 613.75
1 615.55 609.63
1 647.03 554.46
1 636.95 687.94
1 667.22 646.92
1 659.73 598.18
1 656.49 659.2
1 665.12 640
1 635.5 663.05
1 641.45 633.78
1 645.95 618.82
1 616.2 640
1 629.31 667.69
1 638.04 660.91
3 630.49 627.39
1 661.26 643.33
1 630.97 620
1 635.3 634.36
1 633.95 628
1 673.27 640
4 663.71 600
1 662.1 602.94
1 642.1 663.48
1 653.44 557.5
1 672.56 620
1 658.57 548.97
1 624.69 591.85
1 654.11 586.25
1 633.46 643.92
1 656.53 619.13
1 672.64 508.8
1 640.13 590.67
1 638.3 609.67
1 640.43 618.67
1 664.13 652.27
4 636.01 669.07
1 630.43 617.62
3 630.49 647.35
1 652.27 575.38
1 630.76 625.07
1 642.69 648.49
1 662.45 606.67
1 643.15 561.18
1 662.28 672.22
1 633.94 616.09
1 633.88 698
1 651.93 486
1 621.81 576.67
1 633.41 623.57
1 654.07 600
1 656.29 652.5
1 635.14 651.03
1 640.74 562.4
1 655.1 617.14
1 641.15 616.97
4 645.06 616.88
1 638.86 586.67
1 656.8 639.44
1 671.09 662.07
1 653.55 595
1 659.53 601.18
1 624.81 622.8
1 635.72 656.15
4 643.12 605.5
1 631.02 629.12
1 618.07 610.59
1 620.39 630
1 629.04 658.74
4 630.43 660.94
1 616.51 638.1
1 655.41 614.62
1 649.68 594.44
3 639.31 617.33
1 625.3 600
1 631.71 630
1 626.12 636.47
1 655.18 645.93
1 651.5 631.25
1 638.79 625.33
1 666.49 643.33
4 615.61 663.33
1 629.95 685.71
1 648.06 660
1 649.1 630.31
1 631.09 636.67
1 635.49 664.5
1 639.4 598.1
3 627.01 582.29
4 648 626.42
4 671.03 633.55
1 660.82 611.25
1 639.05 619.94
1 647.22 606.67
1 613.66 612.63
1 650.59 632.59
1 647.57 687.06
1 617.14 602.86
1 613.32 663
1 648.26 648.89
1 641.37 627.1
1 656.89 668.15
1 651.16 588.89
1 631.49 615.2
1 645.91 640
1 670.45 626.19
1 639.63 638.8
1 662.93 620
1 635.02 685
1 641.53 621.25
1 590.39 599.05
1 646.88 606.67
1 640.35 565.33
1 635.41 676.25
1 638.45 705.26
1 634.36 631.18
1 614.79 640
1 633.1 581.54
1 634.1 673.68
1 638.1 653.95
1 634.99 685.71
1 648.61 609.09
1 650.36 616
1 650.97 598.1
1 656.73 603.89
1 642.82 648
1 627.76 593.33
3 632.13 609.07
1 615.72 603.2
3 644.42 623.33
1 627.04 598.33
1 638.25 667.06
1 643.16 591.8
1 643.65 591.88
1 644.73 681.29
1 638.62 611.55
1 632.9 632.98
1 635.08 614.58
1 652.96 621
1 655.14 631.28
1 648.69 620
1 638.91 656.25
1 642.45 603.23
1 631.11 639
1 639.08 699.05
1 641.13 660.19
1 656.23 615.79
1 649.71 633.08
1 639.93 591
1 642.86 604.5
1 626.4 647.55
1 632.32 615
1 655.52 627
1 640.57 598.82
1 646.23 627.62
1 637.05 633.63
1 642.76 598.95
1 651.46 670.43
1 630.97 606
4 644.11 617.78
1 629.25 654.55
1 629.35 601.21
1 671.58 585.26
1 640.37 585.33
1 641.03 617.46
1 656.15 663.08
1 642.15 617.65
1 641.57 642.5
1 640.99 644.29
1 660.51 612
1 646.48 621.11
1 645.78 629
1 588.36 649.09
1 668.11 650.67
1 628.88 589.09
1 628.89 607.29
3 632.8 641.29
1 628.89 625
1 647.16 581.6
1 644.45 643.53
1 643.48 594.55
1 641.03 584.46
1 645.33 592.93
1 638.26 653.33
1 628.25 604.16
1 673.99 590
1 620.72 626.48
1 612.43 601.43
1 656.33 630.59
1 650.6 588
1 653.61 586.67
4 629.16 652.22
1 653.31 614.29
1 663.52 635.38
1 646.78 624.62
1 610.69 702.25
1 636.4 600
3 633.42 628.8
1 617.91 628.57
4 635.96 670.53
1 640.44 641
4 617.68 655.82
1 643.43 612.82
1 638.3 629.8
1 614.39 598.28
1 647.95 638.67
1 631.62 624.48
1 634.84 655.71
1 634.25 679.4
1 627.91 644.62
1 643.62 658.8
1 639.11 598
1 612.5 596.25
1 641.36 632.28
1 629.65 569.33
1 641.01 617.78
1 633.58 658.95
1 621.22 627.22
1 649.24 543.33
1 622.4 648
1 642.64 609.3
1 627.26 610.3
1 645.43 578.79
1 644.77 638.12
1 664.94 564.62
1 625.52 629.23
4 634.57 651.15
1 630.45 645.11
1 626.36 596.84
3 621.53 657.43
1 638.28 594.71
1 624.86 648.65
1 621.18 662.96
1 602.62 687.27
1 638.81 629.19
1 666.05 376
1 603.2 653.85
1 638.76 647.06
1 657.8 597.3
1 622.57 595.17
1 636.08 708.24
1 641.84 635
1 645.57 671.86
1 615.11 588.67
1 599.19 687.37
1 632.56 662.38
1 634.85 583.48
1 606.97 636.15
1 643.76 646.67
1 641.78 631.82
4 618.88 639.55
1 631.06 652.22
1 627.23 655.24
1 609.74 614.55
1 642.7 635.38
3 649.71 615.42
3 628 618.78
1 617.02 664.44
1 640.19 683
1 643.94 606.67
1 635.37 636.88
1 650.21 610.55
1 619.3 724
1 648.68 582.18
1 618.18 660.83
1 631.76 505.33
1 609.2 659.13
1 629.84 622.5
1 646.26 638.71
1 636.6 655.45
1 654.11 631.11
1 661.74 592.8
1 624.13 661.25
1 659.58 640.25
1 651.32 658.33
1 625.33 643.1
4 639.84 689.47
1 638.33 621.94
1 643.99 593.33
1 621.34 649.23
1 631.83 658.57
1 622.2 630
1 635.16 648.15
1 640.19 648
1 643.28 642.67
1 615.63 538.82
1 625.15 609.24
1 662.89 520
1 641.12 601.54
1 610.13 660
1 602.62 672.31
1 615.56 535.56
1 640.78 585.33
3 612.98 633.42
1 626.05 615.38
1 646.69 571.43
1 606.22 610.79
1 620.59 695.79
1 624.66 622
1 646.72 624.55
4 645.76 619.41
1 630.17 654
1 630.73 635.56
1 622.03 631.2
1 638.49 589.09
1 672.99 575.71
1 654.58 588.46
1 645.08 574.17
1 658.03 607.37
1 630.81 656.36
1 631.25 655.56
1 644.58 641.9
1 598.06 620
1 637.07 607.69
1 642.63 685.93
1 641.86 622.94
1 634.74 600
1 614.68 605.6
1 633.3 601.4
1 640.07 633.46
1 623.51 570
1 637.62 601.9
1 652.67 574.62
1 616.89 625
1 604.07 686.67
1 634.41 701.67
4 630.63 642.86
1 661.18 549.44
1 620.49 570.91
1 630.05 658.46
2 621.91 631.04
1 628.41 612.94
1 630.98 607.83
1 620.32 673.14
1 661.02 649.09
1 636.49 627.74
1 629.48 687.73
1 661.59 650.59
1 648.73 615
1 663 606.25
1 605.67 672
1 635.35 602.73
1 634.76 626.96
1 638.1 610.57
1 622.8 615.71
1 637.62 573.75
1 622.9 612.73
1 625 680
1 642.76 629.63
1 623.99 630.44
1 640.89 705.26
1 620.93 618.61
1 665.92 576
1 623.19 603.33
1 625.8 608.33
1 633.21 654.55
1 638.49 642.73
1 618.83 658
1 620.62 631.54
4 641.31 562.54
1 646.03 564.71
1 602.58 678
1 625.84 673.75
1 611.96 629.7
1 640.71 618.82
1 614.5 650.24
1 609.48 675
1 646.37 560
1 639.41 664.29
1 620.75 612.38
3 620.41 614.16
1 655.54 665.83
1 616.16 587.14
3 656.44 616.45
1 638.85 572.73
1 634.36 600
1 653.78 623.08
1 628.57 632.24
1 628.68 638.89
1 607.17 614.67
3 606.87 630.91
1 653.09 624.62
1 629.68 609.71
1 610.68 600
1 615.36 635.38
1 655.89 646
1 629.01 621.63
1 633.14 694.74
3 628.95 622.76
1 646.51 640
1 631.05 601.33
1 632.43 614.42
1 640.6 585.71
1 619.25 640
1 639.93 592.73
1 630.82 634.67
1 639.37 605.5
1 618.16 672
1 612.24 633.92
1 638.95 568
4 641.88 643.64
1 624.24 640.91
1 608.65 670.43
1 640.16 616.47
1 632 556.67
1 675.78 623.33
3 619.21 636.47
1 621.75 641.54
1 614.5 641.67
1 627.1 662.67
1 601.28 637.42
1 631.16 656
1 640.38 672.27
1 632.83 628.57
1 647.64 662
1 653.64 630.3
1 647.72 627.06
1 629.46 621.18
1 611.58 696.15
1 612.36 634.74
1 600 624.76
1 619.85 660
1 632.28 682.42
1 601.29 568.42
1 628.66 634
1 620.52 642.76
3 627.53 625.33
1 614.01 648
3 611.15 649.25
1 633.87 607.1
1 626.46 596.92
1 616.5 608
1 623.17 626.96
1 598.2 682.07
1 624.13 587.5
1 650.41 626.94
1 642.96 563.64
1 623.09 550.59
1 624.38 622.86
1 634.25 696.15
1 620.57 577.71
1 628.11 602.22
1 627.39 602.67
1 612.23 598.57
1 622.86 650.95
4 647.6 551.34
1 617.4 611.94
1 620.55 638.54
1 618.47 596.44
1 638.85 658.67
1 639.51 640
1 624.55 583.33
1 631.97 621.6
1 637.29 650.77
1 643.01 673.33
1 636.8 629.38
1 613.85 610.98
1 606.64 576.67
1 631.33 581.05
1 613.51 700.56
1 623.43 564.29
1 660.02 604.57
1 613.82 689.09
1 612.08 673.75
1 618.48 593.66
1 625.54 633.89
1 602.35 667.8
1 624.27 571.36
1 651.82 568
1 654.09 589.33
1 632.81 615.48
1 626.15 598.46
1 642.83 576.92
4 641.04 547.57
1 626.97 588.75
3 607.01 614.03
1 587.45 649.33
1 617.04 631.43
1 645.51 600
1 669.44 582.5
3 590.49 642.92
1 618.41 555.56
1 634.59 644.55
1 613.33 561.05
1 638.89 622
1 590.92 670.91
1 618.43 588.33
1 617.62 610
1 617.86 621.19
1 653.11 616
1 625.25 642
1 638.48 561.9
1 648.81 625
1 635.65 644.92
1 600.52 615.71
1 604.11 489.09
1 631.78 634.22
1 620.24 672.82
1 623.12 610
1 621.49 622.65
1 612.9 626.51
1 611.14 690
1 628.71 623.22
1 622.56 672.17
1 649.26 639.09
1 616.86 638
1 642.38 608.89
1 593.35 576.36
1 614.64 622.6
1 652.13 551.11
1 591.25 586.96
1 639.1 553.33
3 628.72 582.89
1 617.79 604.05
4 647.65 592.66
1 653.51 605
1 646.41 606.67
1 617.47 653.33
1 629.56 652.41
1 628.19 628.39
1 637.93 630.59
1 607.46 619.72
1 618.6 584.76
1 647.31 546
1 633.1 614.78
1 636.55 656.82
4 630.99 615.36
1 620.5 694.29
1 622.03 667.27
1 624.23 583.33
1 628.11 595.56
1 639.95 568
1 641.66 586.06
1 650.43 583.33
1 629.23 551.94
1 609.66 675.63
1 622.14 575.71
4 643.23 614.44
1 611.7 624.37
1 641.65 590.77
1 637.46 621.82
1 644.13 611.28
1 600.73 631
1 634.27 646.53
1 594.97 652.67
1 621.07 629.41
4 625.4 613.11
1 613 624
1 618.02 621.94
1 633.5 601.9
1 633.29 600
1 593.05 618.46
1 634.05 616.67
1 629.79 619.43
1 544.21 692
1 606.65 624.76
1 649.92 582.16
1 601.46 597.14
1 614.95 635.2
1 620.84 585.38
1 630.96 609.41
3 603.14 616.94
1 636.12 596.67
1 623.22 672.5
1 634.06 597.6
1 622.77 631.21
1 641.54 529.6
1 623.83 510.43
1 644.39 613.33
3 631.55 599.28
1 629.89 568.24
1 621.15 650.33
1 657.07 587.62
1 625.92 617.78
1 627.23 660
1 620.58 595.71
1 623.14 552.86
1 599.77 586
1 632.67 648.24
1 604.05 636.47
1 618 661
1 625.72 595.74
1 604.91 672
1 602.91 590
1 580.34 543.33
1 625.85 632.31
3 605.73 634.12
1 624.91 612.63
1 606.77 648.78
1 637.03 613.61
1 640.19 589.52
1 640.15 552.5
1 637.43 616.8
4 623.42 651.53
1 662.25 571
1 659.88 632.27
1 623.24 583.13
1 617.14 652.86
1 620.65 643.53
1 611.43 633.37
1 608.38 611.67
1 630.17 620
1 614.27 586
1 622.82 640.48
1 638.04 580
1 611.92 552
1 599.55 620.38
1 615.07 606.67
1 654.22 652.31
1 630.02 526.47
4 631.31 628.48
1 607.12 667.96
1 633.16 646.82
1 644.74 620
1 621.88 607.11
1 623.61 637.5
1 630.8 616.28
1 610.53 511.03
1 602.15 642.16
1 624.37 623.85
1 651.39 580
1 625.16 585.22
1 618.64 647.2
1 613.09 634.4
1 644.88 612.22
3 624.88 579.79
1 652.02 609
1 625.38 608.33
1 620.31 617.27
1 628.42 638.89
1 618.35 634.44
1 609.45 630.67
3 616.22 632.31
1 618.5 576.43
1 597.58 601.18
1 644.7 620
1 636.52 635.83
1 595.21 698
1 617.05 678.6
1 608.74 639.31
1 615.37 558.67
1 658.93 663.24
1 638.97 608.57
1 618 637.59
1 638.97 594.59
1 631.38 583.75
1 647.35 640.8
1 648.71 492
1 633.07 590.77
1 609.41 634.55
1 626.98 644.65
4 617.67 598.21
3 617.12 630.61
1 623.82 633.13
1 608.18 604.09
1 607.4 669.21
1 613.22 587.1
1 596.89 691.58
1 662.71 648
1 618.48 582.29
1 615.29 637
1 630.15 613.04
1 632.04 606.47
1 611.68 628
1 630.68 612.5
1 651.98 635.38
3 610.48 622.73
1 633.57 557.78
1 613.01 618
3 614.15 612.56
1 629.35 654.55
1 639.98 655.76
1 604.88 694.4
1 620.41 465.56
1 615.29 601.78
1 635.29 636.28
1 598.01 646.82
1 614.12 638.1
1 609.88 578.67
1 621.26 587.5
4 646.32 596.79
1 617.8 531.29
1 613.32 624.44
1 625.32 638.89
1 627.81 565.52
1 661.4 564.55
1 626.04 643.56
1 615.49 607.14
1 621.1 606.32
1 622.83 556.25
1 645.53 580.91
1 614.94 648.24
1 582.18 628.33
1 620.75 590
1 620.41 660.71
1 614.46 522
1 632.42 652.73
1 626.88 640
1 631.31 645
1 605.05 641.03
1 616.36 621.27
1 637.88 432.17
3 618.58 645
1 649.73 616
1 624.5 616.19
1 630 591.25
1 627.82 673.33
1 623.24 613.75
1 608.21 593.33
1 651.33 580
3 627.38 614
1 636.11 561.67
1 633.99 603.33
1 605.75 582
1 621.63 644.21
1 593.21 630.88
1 638.46 616.88
1 610.56 564.55
3 594.9 606.72
1 580.94 689.09
1 613.69 624.55
1 629.88 612
1 611.78 638.37
1 646.02 659.31
1 622.47 591.58
3 614.56 595.29
1 600.5 617.38
1 632.02 599.85
1 647.87 579.57
1 597.47 609.57
1 593.45 673.33
1 607.51 587.37
1 646.7 624
1 594.12 590
1 613.9 640
1 619.36 580
1 632.67 585.83
1 619.73 653.79
1 592.34 646.25
1 615.02 628.63
1 597.65 645
1 621.88 590.56
1 621.26 625.52
1 621.75 618.59
1 616.63 659.35
3 605.67 618.25
1 623.73 654.55
1 614.67 598.46
1 603.67 629.52
1 611.06 617.7
1 634.54 600
1 617.45 664.71
1 574.97 601.45
1 629.8 624.17
1 611.84 630.67
1 656.37 563.33
1 577.01 647.69
1 609.61 625.22
1 620.85 623.64
1 634.44 591.67
1 623.59 663.64
1 623.12 611.43
1 597.05 661.82
1 653.84 591.25
3 604.08 590.51
4 608.22 649.6
1 596.35 709.48
1 625.36 619.23
1 628.25 681.9
3 606.5 603.49
3 606 608.3
1 633.98 634.17
1 617.17 576.67
1 636.44 580
1 637.45 674.17
1 606.28 644.3
1 654.59 575.29
1 586.01 687.27
1 606.26 618.57
3 604.8 651.01
1 627.48 609.17
1 633.04 601.43
1 620.68 598.46
1 608.8 588
3 622.36 635.2
1 603.81 669.27
1 645.32 542.64
1 617.33 576.25
1 590.69 624
1 609.57 585.38
1 620.74 590
1 621.72 615.71
1 629.02 666
1 580.38 668.24
1 595.8 653.53
1 612.58 583.75
3 611.8 630.9
1 589.48 541.25
3 610.83 616.47
1 638.09 523.64
1 652.64 628.28
1 635.24 648.24
1 603.9 604
1 600.75 622.67
1 638.45 614.82
1 607.85 685.45
1 583.81 657.3
1 612.87 584.62
1 597.95 588.42
1 635.86 605.45
1 607.59 649.44
1 618.34 592.54
1 653.15 648.75
1 624.71 655.38
2 609.08 594.38
1 590.2 632.5
1 605.6 582.86
1 598.37 653.64
1 632.9 614.78
1 626.77 646.36
1 607.58 573.78
1 607.91 605.22
1 637.23 650
1 629.43 608.57
1 639.72 586
1 578.02 660
4 611.81 614.63
1 618.02 613.56
1 593.59 636.77
3 610.75 630.82
1 601.67 588.18
1 627.68 532.38
1 621.4 606.54
1 609.68 643.7
1 599.04 700.3
1 627.99 605.19
1 627.75 641.38
1 612.15 672.38
1 619.86 630.33
1 603.18 572.94
1 611.4 683.33
3 614.02 602.09
1 592.2 642.16
1 624.27 650.13
1 631.95 578.33
1 637.26 618
1 615.62 614.67
1 614.33 629.29
1 623.92 618.33
1 611.14 632.92
1 596.97 699.23
1 575.74 630
1 613.08 589.23
1 598.21 589.23
1 604.82 601
1 611.78 598.1
4 610.65 614.2
3 615.08 563.64
1 638.38 593.79
4 630.03 618.06
1 587.28 599.59
1 625.96 652.14
4 634.96 571.15
1 592.74 630.91
1 620.65 618.6
1 615.16 592
1 643.69 607.06
1 594.84 619.05
1 583.76 670
1 618.47 608.39
4 621.28 630
1 597.88 659.01
4 610.83 603.61
3 610.72 596.82
1 625.66 593.6
1 633.86 638.75
1 627.99 568.42
1 619.7 585.22
1 628.09 624.44
1 628.74 640
1 602.58 564.29
1 629.25 562.59
1 591.21 604
1 606.39 595.38
1 605.51 593.27
1 601.39 622.67
1 590.75 592.8
1 614.26 694
3 616.72 590
1 629.39 580.96
1 634.85 617.37
1 637.51 578.29
3 584.57 644.29
1 607.77 625.33
1 617.34 593.5
1 604.55 585.88
1 621.97 594.8
1 629.84 658.46
1 614.98 605.07
1 609.68 642.11
1 640.64 558
1 585.88 645
1 615.21 621.21
1 602.46 657.78
1 608.47 621.33
1 599.81 648.33
1 613.48 621.88
1 626.21 602.17
1 622.37 610.67
1 607.82 619.09
1 592.69 642.14
1 597.43 627.89
1 604.35 591.3
1 614.16 615.5
3 590.77 624.78
1 619.4 564.29
1 622.81 603.57
1 618.11 622.22
1 597.64 611.43
1 615.61 621.11
1 620.19 577.65
1 609.66 590
1 603.49 530
1 603.73 575
4 605.55 605.62
1 620.06 604
1 596.83 622.96
1 612.51 612.97
1 622.41 620.85
1 607.94 606.45
1 612.76 608.33
1 613.29 646.51
1 613.34 643.7
1 626.8 560
1 622.73 643.16
1 601.83 583.45
3 662.4 611.7
1 620.2 726
3 594.82 632.94
3 612 642.86
1 577.13 733.75
4 612.97 629.62
1 624.49 578.24
1 603.03 621.43
1 600.88 625.71
1 621.59 632.5
1 611.47 614.89
1 621.41 600.65
1 606.81 656.67
1 609.63 596.25
1 665.11 563.53
3 593.4 624.84
1 615.31 504.71
1 602.43 650
1 595.33 559.23
1 603.42 601.78
1 620.9 619.23
1 611.29 620
1 595.58 617.06
1 622.39 624.29
1 602.64 644
1 598.54 582.14
1 603.52 628
1 601.81 647.94
1 641.38 595.38
1 614.61 667.78
1 632.22 569.6
1 620.13 630
1 619.92 641.67
1 646.34 589.47
3 601.66 598.84
1 602.3 591
1 646.61 606.96
3 609.4 588.25
1 608.56 637.65
1 605.28 587.1
1 615.43 577.7
1 583.03 644.29
1 623.96 560.87
1 614.55 607.27
1 618.3 596
1 616.25 567.62
1 606.86 629.6
1 616.35 585.71
1 628.44 574.29
1 572.63 700
3 597.89 584.76
3 602.25 604.47
1 560.62 590.59
1 580.83 638.45
1 604.86 608.57
1 585.41 596
1 618.8 619.38
1 609.1 652.5
1 602.37 643.7
1 626.02 569.57
1 586.76 570.59
1 624.54 568.57
1 613.35 660
1 595.87 610
1 639.01 586.67
1 635.94 591.58
1 610.24 510.53
1 607.73 592.31
1 599.2 623.16
1 580.36 676
1 624.2 580
4 617.35 612.35
1 609.14 623.33
1 625.92 598.62
4 591.64 650.63
1 611.08 556.25
1 623.68 629.23
1 601 615.79
1 601.24 660.56
1 645.59 603.48
1 593.91 624.62
1 599.53 620.14
1 582.81 624.91
1 610.38 592.31
1 612.6 626.67
1 607.86 606.32
1 598.84 587.41
1 626.53 553.04
1 621.45 651.71
1 614.27 614.78
3 600.64 619.78
1 610.26 600
1 594.41 588
1 612.84 545.88
1 610.01 610
1 604.31 563.48
1 617 546.36
1 564.69 652.22
3 603.67 636.27
1 614.39 644.88
1 614.91 624.44
1 625.3 646.56
1 602.29 624.8
1 579.92 635.24
1 595.82 646.13
1 624.1 618.1
4 571.91 612.94
1 621.57 548.57
1 621.36 564.55
1 637.69 623.75
1 631.23 630.77
1 605.27 600
1 621.22 566.67
1 591.36 607.37
1 611.25 599.49
1 619.37 600.43
1 600.08 648.13
1 608.22 577.78
1 616.41 630.91
3 638.29 616.67
1 601.28 616.18
1 607.17 585.57
2 634.02 569.9
4 597.78 652.3
3 598.35 625.87
1 619.78 641.6
1 611.1 502.82
1 605.08 627.69
1 612.53 648.28
1 625.49 637.04
1 615.42 602.86
3 592.2 626.77
1 630.79 550.91
1 610.22 617.78
1 605.97 598.89
1 632.03 580.32
1 586.87 644
1 596.39 581.82
1 616.24 553.75
1 623.9 622.86
1 615.75 623.53
1 613.24 650.91
1 618.57 595.98
1 603.18 647.33
1 619.4 590.48
1 612.2 609.09
1 607.32 695.29
1 587.47 581.54
1 608.61 640
1 626.28 596
1 595.14 620.43
1 577.89 625.45
1 592.88 609.33
1 594.76 657.65
1 617.04 625
1 592.42 610.34
1 623.59 566.67
1 589.85 628.65
1 603.07 632.73
1 591.48 712.63
3 606.51 592.11
1 631.8 614.67
1 596.06 631.82
4 579.16 662.26
1 591.56 562
1 611.28 592.14
1 611.58 601.5
1 613.83 655.59
3 628.88 574.71
1 603.52 665.45
1 617.27 530.3
1 611 619.26
1 634.23 564.67
1 611.55 546.43
1 595.27 596
1 626.98 603.75
1 575.41 641.33
1 617.26 622.5
1 580.02 661.94
3 602.39 617.78
1 611 571.43
1 601.74 631
1 607.5 585.88
3 613.77 605.19
1 681.59 547.14
1 605.56 597.67
1 600.33 612.73
1 618.74 580
1 613.58 628.18
3 613.8 635.17
1 596.99 619.52
1 604.38 668.44
1 608.27 602.14
1 598.79 637.66
1 626.77 597.71
1 598.16 600.87
2 605.05 598.95
1 616.44 567.5
1 607.59 632.14
1 636.13 620.74
1 609.47 593.33
1 609.17 610
1 588.05 686.67
1 617.95 553.04
3 600.3 634.77
1 607.45 672.94
1 587.99 618.67
1 593.98 580
1 622.47 603.16
4 600.13 609
1 591.96 650.91
1 616.51 628
1 589.02 522.86
1 600.88 627.2
1 603.58 576.25
1 633.38 564.24
1 581.02 668.12
1 612.59 600.94
1 591.44 594
1 628.07 580
1 580.54 593.78
1 608.75 664.71
1 598.18 628.77
1 606.87 555.56
1 611.64 583.87
1 602.36 631.4
1 611.49 654.29
1 605.27 620
1 602.31 639.11
1 607.73 586.67
1 599.09 615.45
1 587.61 621.92
1 584.42 645
1 608.72 604.23
1 579.15 588.57
1 614.28 603.67
1 603.73 652.17
1 605.59 656
1 600.77 610.48
1 609.62 561
1 629.73 606.9
3 599.15 602.67
1 606.27 637.27
1 608.83 603.75
1 600.51 696.67
1 604.65 687.86
1 596.53 657.89
1 610.03 680
1 620.48 626.29
1 594.41 608.57
1 622.34 511.58
1 582.13 669.52
3 605.36 610
1 601.82 688.7
1 610.33 606.67
1 618.24 582.13
1 618.69 630
1 572.04 631.82
1 621.31 587.67
3 580.31 654.63
1 613.35 650
1 609.87 593.98
1 602.54 626.83
1 624.68 604
1 600.14 626.67
4 591.92 623.41
1 618.96 571.58
1 618.29 505.45
1 630.87 570.67
1 558.66 601.33
1 586.49 580
1 583.52 630.12
1 596.4 580
1 637.98 622.78
1 591.77 612.42
1 600.29 576.47
1 591.91 561.03
1 595.23 560.56
3 611.38 635.06
1 610.15 612.94
1 601.3 615
1 598.44 592.63
1 600.06 582
1 605.69 614.44
1 597.61 615.38
1 603.38 620
1 600.9 532.33
1 606.83 641.74
4 588.42 620.69
1 636.37 658.95
1 611.07 611.11
1 611.6 591.16
1 617.55 639.38
1 602.56 594.44
1 569.57 680.83
1 601.18 611.49
1 618.14 529.83
1 588.59 611.67
1 607.98 716.36
1 615.17 624.76
1 597.59 634.77
1 600.7 602.86
1 594.3 649.71
1 616.22 563.33
1 636.16 609.36
1 595.53 632.8
4 600.13 580
1 595.24 594.44
1 574.57 612
1 594.89 613.64
1 608.02 681.54
1 596.81 615.32
1 604.72 642.33
1 615.73 643.33
1 608.33 637.11
1 577.14 597.78
1 570.74 650
1 633.82 616.92
1 589.87 634
1 566.11 653.33
1 610.2 542.86
1 576.14 622.11
1 588.96 633.91
1 592.49 564.8
1 604.53 597.89
1 610.33 596
1 617.45 651.2
1 577.1 618.33
1 604.31 640
1 625.28 598.33
1 622.76 555.5
